Code Range,CCS,CCS Label,l,r
J0286-J0286,240,"Medications (Injections, infusions and other forms)",J0286,J0286
J0287-J0287,240,"Medications (Injections, infusions and other forms)",J0287,J0287
J0288-J0288,240,"Medications (Injections, infusions and other forms)",J0288,J0288
J0289-J0289,240,"Medications (Injections, infusions and other forms)",J0289,J0289
J0290-J0290,240,"Medications (Injections, infusions and other forms)",J0290,J0290
J0295-J0295,240,"Medications (Injections, infusions and other forms)",J0295,J0295
J0300-J0300,240,"Medications (Injections, infusions and other forms)",J0300,J0300
J0330-J0330,240,"Medications (Injections, infusions and other forms)",J0330,J0330
J0340-J0340,240,"Medications (Injections, infusions and other forms)",J0340,J0340
J0348-J0348,240,"Medications (Injections, infusions and other forms)",J0348,J0348
J0350-J0350,240,"Medications (Injections, infusions and other forms)",J0350,J0350
J0360-J0360,240,"Medications (Injections, infusions and other forms)",J0360,J0360
J0364-J0364,240,"Medications (Injections, infusions and other forms)",J0364,J0364
J0365-J0365,240,"Medications (Injections, infusions and other forms)",J0365,J0365
J0380-J0380,240,"Medications (Injections, infusions and other forms)",J0380,J0380
J0390-J0390,240,"Medications (Injections, infusions and other forms)",J0390,J0390
J0395-J0395,240,"Medications (Injections, infusions and other forms)",J0395,J0395
J0400-J0400,240,"Medications (Injections, infusions and other forms)",J0400,J0400
J0401-J0401,240,"Medications (Injections, infusions and other forms)",J0401,J0401
J0456-J0456,240,"Medications (Injections, infusions and other forms)",J0456,J0456
J0460-J0460,240,"Medications (Injections, infusions and other forms)",J0460,J0460
J0461-J0461,240,"Medications (Injections, infusions and other forms)",J0461,J0461
J0470-J0470,240,"Medications (Injections, infusions and other forms)",J0470,J0470
J0475-J0475,240,"Medications (Injections, infusions and other forms)",J0475,J0475
J0476-J0476,240,"Medications (Injections, infusions and other forms)",J0476,J0476
J0480-J0480,240,"Medications (Injections, infusions and other forms)",J0480,J0480
J0485-J0485,240,"Medications (Injections, infusions and other forms)",J0485,J0485
J0490-J0490,240,"Medications (Injections, infusions and other forms)",J0490,J0490
J0500-J0500,240,"Medications (Injections, infusions and other forms)",J0500,J0500
J0510-J0510,240,"Medications (Injections, infusions and other forms)",J0510,J0510
J0515-J0515,240,"Medications (Injections, infusions and other forms)",J0515,J0515
J0517-J0517,240,"Medications (Injections, infusions and other forms)",J0517,J0517
J0520-J0520,240,"Medications (Injections, infusions and other forms)",J0520,J0520
J0530-J0530,240,"Medications (Injections, infusions and other forms)",J0530,J0530
J0540-J0540,240,"Medications (Injections, infusions and other forms)",J0540,J0540
J0550-J0550,240,"Medications (Injections, infusions and other forms)",J0550,J0550
J0558-J0558,240,"Medications (Injections, infusions and other forms)",J0558,J0558
J0559-J0559,240,"Medications (Injections, infusions and other forms)",J0559,J0559
J0560-J0560,240,"Medications (Injections, infusions and other forms)",J0560,J0560
J0561-J0561,240,"Medications (Injections, infusions and other forms)",J0561,J0561
J0565-J0565,240,"Medications (Injections, infusions and other forms)",J0565,J0565
J0567-J0567,240,"Medications (Injections, infusions and other forms)",J0567,J0567
J0570-J0570,240,"Medications (Injections, infusions and other forms)",J0570,J0570
J0571-J0571,240,"Medications (Injections, infusions and other forms)",J0571,J0571
J0572-J0572,240,"Medications (Injections, infusions and other forms)",J0572,J0572
J0573-J0573,240,"Medications (Injections, infusions and other forms)",J0573,J0573
J0574-J0574,240,"Medications (Injections, infusions and other forms)",J0574,J0574
J0575-J0575,240,"Medications (Injections, infusions and other forms)",J0575,J0575
J0580-J0580,240,"Medications (Injections, infusions and other forms)",J0580,J0580
J0583-J0583,240,"Medications (Injections, infusions and other forms)",J0583,J0583
J0584-J0584,240,"Medications (Injections, infusions and other forms)",J0584,J0584
J0585-J0585,240,"Medications (Injections, infusions and other forms)",J0585,J0585
J0586-J0586,240,"Medications (Injections, infusions and other forms)",J0586,J0586
J0587-J0587,240,"Medications (Injections, infusions and other forms)",J0587,J0587
J0588-J0588,240,"Medications (Injections, infusions and other forms)",J0588,J0588
J0590-J0590,240,"Medications (Injections, infusions and other forms)",J0590,J0590
J0592-J0592,240,"Medications (Injections, infusions and other forms)",J0592,J0592
J0594-J0594,240,"Medications (Injections, infusions and other forms)",J0594,J0594
J0595-J0595,240,"Medications (Injections, infusions and other forms)",J0595,J0595
J0596-J0596,240,"Medications (Injections, infusions and other forms)",J0596,J0596
J0597-J0597,240,"Medications (Injections, infusions and other forms)",J0597,J0597
J0598-J0598,240,"Medications (Injections, infusions and other forms)",J0598,J0598
J0599-J0599,240,"Medications (Injections, infusions and other forms)",J0599,J0599
J0600-J0600,240,"Medications (Injections, infusions and other forms)",J0600,J0600
J0604-J0604,240,"Medications (Injections, infusions and other forms)",J0604,J0604
J0606-J0606,240,"Medications (Injections, infusions and other forms)",J0606,J0606
J0610-J0610,240,"Medications (Injections, infusions and other forms)",J0610,J0610
J0620-J0620,240,"Medications (Injections, infusions and other forms)",J0620,J0620
J0630-J0630,240,"Medications (Injections, infusions and other forms)",J0630,J0630
J0635-J0635,240,"Medications (Injections, infusions and other forms)",J0635,J0635
J0636-J0636,240,"Medications (Injections, infusions and other forms)",J0636,J0636
J0637-J0637,240,"Medications (Injections, infusions and other forms)",J0637,J0637
J0638-J0638,240,"Medications (Injections, infusions and other forms)",J0638,J0638
J0640-J0640,240,"Medications (Injections, infusions and other forms)",J0640,J0640
J0641-J0641,240,"Medications (Injections, infusions and other forms)",J0641,J0641
J0670-J0670,240,"Medications (Injections, infusions and other forms)",J0670,J0670
J0690-J0690,240,"Medications (Injections, infusions and other forms)",J0690,J0690
J0692-J0692,240,"Medications (Injections, infusions and other forms)",J0692,J0692
J0694-J0694,240,"Medications (Injections, infusions and other forms)",J0694,J0694
J0695-J0695,240,"Medications (Injections, infusions and other forms)",J0695,J0695
J0696-J0696,240,"Medications (Injections, infusions and other forms)",J0696,J0696
J0697-J0697,240,"Medications (Injections, infusions and other forms)",J0697,J0697
J0698-J0698,240,"Medications (Injections, infusions and other forms)",J0698,J0698
J0702-J0702,240,"Medications (Injections, infusions and other forms)",J0702,J0702
J0704-J0704,240,"Medications (Injections, infusions and other forms)",J0704,J0704
J0706-J0706,240,"Medications (Injections, infusions and other forms)",J0706,J0706
J0710-J0710,240,"Medications (Injections, infusions and other forms)",J0710,J0710
J0712-J0712,240,"Medications (Injections, infusions and other forms)",J0712,J0712
J0713-J0713,240,"Medications (Injections, infusions and other forms)",J0713,J0713
J0714-J0714,240,"Medications (Injections, infusions and other forms)",J0714,J0714
J0715-J0715,240,"Medications (Injections, infusions and other forms)",J0715,J0715
J0716-J0716,240,"Medications (Injections, infusions and other forms)",J0716,J0716
J0717-J0717,240,"Medications (Injections, infusions and other forms)",J0717,J0717
J0718-J0718,240,"Medications (Injections, infusions and other forms)",J0718,J0718
J0720-J0720,240,"Medications (Injections, infusions and other forms)",J0720,J0720
J0725-J0725,240,"Medications (Injections, infusions and other forms)",J0725,J0725
J0730-J0730,240,"Medications (Injections, infusions and other forms)",J0730,J0730
J0735-J0735,240,"Medications (Injections, infusions and other forms)",J0735,J0735
J0740-J0740,240,"Medications (Injections, infusions and other forms)",J0740,J0740
J0743-J0743,240,"Medications (Injections, infusions and other forms)",J0743,J0743
J0744-J0744,240,"Medications (Injections, infusions and other forms)",J0744,J0744
J0745-J0745,240,"Medications (Injections, infusions and other forms)",J0745,J0745
J0760-J0760,240,"Medications (Injections, infusions and other forms)",J0760,J0760
J0770-J0770,240,"Medications (Injections, infusions and other forms)",J0770,J0770
J0775-J0775,240,"Medications (Injections, infusions and other forms)",J0775,J0775
J0780-J0780,240,"Medications (Injections, infusions and other forms)",J0780,J0780
J0795-J0795,240,"Medications (Injections, infusions and other forms)",J0795,J0795
J0800-J0800,240,"Medications (Injections, infusions and other forms)",J0800,J0800
J0810-J0810,240,"Medications (Injections, infusions and other forms)",J0810,J0810
J0833-J0833,240,"Medications (Injections, infusions and other forms)",J0833,J0833
J0834-J0834,240,"Medications (Injections, infusions and other forms)",J0834,J0834
J0835-J0835,240,"Medications (Injections, infusions and other forms)",J0835,J0835
J0840-J0840,240,"Medications (Injections, infusions and other forms)",J0840,J0840
J0841-J0841,240,"Medications (Injections, infusions and other forms)",J0841,J0841
J0850-J0850,240,"Medications (Injections, infusions and other forms)",J0850,J0850
J0875-J0875,240,"Medications (Injections, infusions and other forms)",J0875,J0875
J0878-J0878,240,"Medications (Injections, infusions and other forms)",J0878,J0878
J0880-J0880,240,"Medications (Injections, infusions and other forms)",J0880,J0880
J0881-J0881,240,"Medications (Injections, infusions and other forms)",J0881,J0881
J0882-J0882,240,"Medications (Injections, infusions and other forms)",J0882,J0882
J0883-J0883,240,"Medications (Injections, infusions and other forms)",J0883,J0883
J0884-J0884,240,"Medications (Injections, infusions and other forms)",J0884,J0884
J0885-J0885,240,"Medications (Injections, infusions and other forms)",J0885,J0885
J0886-J0886,240,"Medications (Injections, infusions and other forms)",J0886,J0886
J0887-J0887,240,"Medications (Injections, infusions and other forms)",J0887,J0887
J0888-J0888,240,"Medications (Injections, infusions and other forms)",J0888,J0888
J0890-J0890,240,"Medications (Injections, infusions and other forms)",J0890,J0890
J0894-J0894,240,"Medications (Injections, infusions and other forms)",J0894,J0894
J0895-J0895,240,"Medications (Injections, infusions and other forms)",J0895,J0895
J0897-J0897,240,"Medications (Injections, infusions and other forms)",J0897,J0897
J0900-J0900,240,"Medications (Injections, infusions and other forms)",J0900,J0900
J0945-J0945,240,"Medications (Injections, infusions and other forms)",J0945,J0945
J0970-J0970,240,"Medications (Injections, infusions and other forms)",J0970,J0970
J1000-J1000,240,"Medications (Injections, infusions and other forms)",J1000,J1000
J1020-J1020,240,"Medications (Injections, infusions and other forms)",J1020,J1020
J1030-J1030,240,"Medications (Injections, infusions and other forms)",J1030,J1030
J1040-J1040,240,"Medications (Injections, infusions and other forms)",J1040,J1040
J1050-J1050,240,"Medications (Injections, infusions and other forms)",J1050,J1050
J1051-J1051,240,"Medications (Injections, infusions and other forms)",J1051,J1051
J1055-J1055,240,"Medications (Injections, infusions and other forms)",J1055,J1055
J1056-J1056,240,"Medications (Injections, infusions and other forms)",J1056,J1056
J1060-J1060,240,"Medications (Injections, infusions and other forms)",J1060,J1060
J1070-J1070,240,"Medications (Injections, infusions and other forms)",J1070,J1070
J1071-J1071,240,"Medications (Injections, infusions and other forms)",J1071,J1071
J1080-J1080,240,"Medications (Injections, infusions and other forms)",J1080,J1080
J1090-J1090,240,"Medications (Injections, infusions and other forms)",J1090,J1090
J1094-J1094,240,"Medications (Injections, infusions and other forms)",J1094,J1094
J1095-J1095,240,"Medications (Injections, infusions and other forms)",J1095,J1095
J1100-J1100,240,"Medications (Injections, infusions and other forms)",J1100,J1100
J1110-J1110,240,"Medications (Injections, infusions and other forms)",J1110,J1110
J1120-J1120,240,"Medications (Injections, infusions and other forms)",J1120,J1120
J1130-J1130,240,"Medications (Injections, infusions and other forms)",J1130,J1130
J1160-J1160,240,"Medications (Injections, infusions and other forms)",J1160,J1160
J1162-J1162,240,"Medications (Injections, infusions and other forms)",J1162,J1162
J1165-J1165,240,"Medications (Injections, infusions and other forms)",J1165,J1165
J1170-J1170,240,"Medications (Injections, infusions and other forms)",J1170,J1170
J1180-J1180,240,"Medications (Injections, infusions and other forms)",J1180,J1180
J1190-J1190,240,"Medications (Injections, infusions and other forms)",J1190,J1190
J1200-J1200,240,"Medications (Injections, infusions and other forms)",J1200,J1200
J1205-J1205,240,"Medications (Injections, infusions and other forms)",J1205,J1205
J1212-J1212,240,"Medications (Injections, infusions and other forms)",J1212,J1212
J1230-J1230,240,"Medications (Injections, infusions and other forms)",J1230,J1230
J1240-J1240,240,"Medications (Injections, infusions and other forms)",J1240,J1240
J1245-J1245,240,"Medications (Injections, infusions and other forms)",J1245,J1245
J1250-J1250,240,"Medications (Injections, infusions and other forms)",J1250,J1250
J1260-J1260,240,"Medications (Injections, infusions and other forms)",J1260,J1260
J1265-J1265,240,"Medications (Injections, infusions and other forms)",J1265,J1265
J1267-J1267,240,"Medications (Injections, infusions and other forms)",J1267,J1267
J1270-J1270,240,"Medications (Injections, infusions and other forms)",J1270,J1270
J1290-J1290,240,"Medications (Injections, infusions and other forms)",J1290,J1290
J1300-J1300,240,"Medications (Injections, infusions and other forms)",J1300,J1300
J1301-J1301,240,"Medications (Injections, infusions and other forms)",J1301,J1301
J1320-J1320,240,"Medications (Injections, infusions and other forms)",J1320,J1320
J1322-J1322,240,"Medications (Injections, infusions and other forms)",J1322,J1322
J1324-J1324,240,"Medications (Injections, infusions and other forms)",J1324,J1324
J1325-J1325,240,"Medications (Injections, infusions and other forms)",J1325,J1325
J1327-J1327,240,"Medications (Injections, infusions and other forms)",J1327,J1327
J1330-J1330,240,"Medications (Injections, infusions and other forms)",J1330,J1330
J1335-J1335,240,"Medications (Injections, infusions and other forms)",J1335,J1335
J1362-J1362,240,"Medications (Injections, infusions and other forms)",J1362,J1362
J1364-J1364,240,"Medications (Injections, infusions and other forms)",J1364,J1364
J1380-J1380,240,"Medications (Injections, infusions and other forms)",J1380,J1380
J1390-J1390,240,"Medications (Injections, infusions and other forms)",J1390,J1390
J1410-J1410,240,"Medications (Injections, infusions and other forms)",J1410,J1410
J1428-J1428,240,"Medications (Injections, infusions and other forms)",J1428,J1428
J1430-J1430,240,"Medications (Injections, infusions and other forms)",J1430,J1430
J1435-J1435,240,"Medications (Injections, infusions and other forms)",J1435,J1435
J1436-J1436,240,"Medications (Injections, infusions and other forms)",J1436,J1436
J1438-J1438,240,"Medications (Injections, infusions and other forms)",J1438,J1438
J1439-J1439,240,"Medications (Injections, infusions and other forms)",J1439,J1439
J1440-J1440,240,"Medications (Injections, infusions and other forms)",J1440,J1440
J1441-J1441,240,"Medications (Injections, infusions and other forms)",J1441,J1441
J1442-J1442,240,"Medications (Injections, infusions and other forms)",J1442,J1442
J1443-J1443,240,"Medications (Injections, infusions and other forms)",J1443,J1443
J1446-J1446,240,"Medications (Injections, infusions and other forms)",J1446,J1446
J1447-J1447,240,"Medications (Injections, infusions and other forms)",J1447,J1447
J1450-J1450,240,"Medications (Injections, infusions and other forms)",J1450,J1450
J1451-J1451,240,"Medications (Injections, infusions and other forms)",J1451,J1451
J1452-J1452,240,"Medications (Injections, infusions and other forms)",J1452,J1452
